Employee ID	Gender	Age	BusinessTravel	Department	DistanceFromHome (KM)	State	Ethnicity	Education	EducationField	JobRole	MaritalStatus	Salary	StockOptionLevel	OverTime	HireDate	Attrition	YearsAtCompany	YearsInMostRecentRole	YearsSinceLastPromotion	YearsWithCurrManager
1123	Female	20	Some Travel	Technology	3	CA	White	1	Information Systems	Machine Learning Engineer	Married	41342	1	Yes	"Thursday, July 16, 2020"	No	2	1	1	2
1124	Male	36	Some Travel	Sales	7	NY	White	3	Technical Degree	Sales Executive	Single	243989	0	Yes	"Saturday, July 18, 2020"	Yes	1	0	1	1
1125	Female	28	Some Travel	Sales	13	CA	White	3	Marketing 	Sales Executive	Married	207479	3	No	"Sunday, July 19, 2020"	Yes	1	0	0	0
1126	Non-Binary	28	Some Travel	Technology	42	NY	White	4	Computer Science	Data Scientist	Married	85987	1	No	"Monday, July 20, 2020"	No	2	0	1	0
1127	Female	22	Frequent Traveller	Technology	30	NY	White	3	Computer Science	Data Scientist	Divorced	40614	1	Yes	"Wednesday, July 29, 2020"	Yes	0	0	0	0
1128	Prefer Not To Say	43	Frequent Traveller	Technology	37	CA	White	1	Information Systems	Senior Software Engineer	Married	199718	0	No	"Monday, August 3, 2020"	No	2	1	2	2
1129	Male	22	Frequent Traveller	Technology	9	NY	White	2	Computer Science	Senior Software Engineer	Divorced	73389	3	No	"Wednesday, August 5, 2020"	No	2	0	2	2
1130	Male	23	Frequent Traveller	Technology	12	NY	White	3	Computer Science	Senior Software Engineer	Divorced	68820	1	No	"Wednesday, August 5, 2020"	No	2	2	2	1
1131	Non-Binary	21	Frequent Traveller	Technology	29	CA	White	4	Information Systems	Software Engineer	Single	61345	0	No	"Friday, August 7, 2020"	Yes	1	0	0	0
1132	Female	23	Some Travel	Sales	26	NY	White	3	Economics	Sales Executive	Single	67718	0	No	"Friday, August 7, 2020"	No	2	1	2	1
1133	Male	50	No Travel 	Technology	11	NY	White	1	Computer Science	Engineering Manager	Divorced	337946	2	No	"Saturday, August 15, 2020"	No	2	1	2	1
1134	Male	40	No Travel 	Technology	15	NY	White	1	Information Systems	Analytics Manager	Single	465219	0	No	"Monday, August 17, 2020"	No	2	2	2	0
1135	Female	20	Some Travel	Sales	16	NY	White	3	Marketing 	Sales Representative	Single	35754	0	No	"Monday, August 24, 2020"	Yes	0	0	0	0
1136	Female	23	Some Travel	Technology	40	CA	White	3	Computer Science	Data Scientist	Single	23632	0	No	"Monday, August 24, 2020"	No	2	2	2	0
1137	Female	20	Some Travel	Technology	24	NY	White	2	Business Studies	Data Scientist	Single	38138	0	No	"Saturday, August 29, 2020"	No	2	2	2	1
1138	Female	20	No Travel 	Technology	45	CA	White	2	Computer Science	Software Engineer	Divorced	28262	1	No	"Saturday, August 29, 2020"	Yes	1	0	0	0
1139	Male	34	Frequent Traveller	Sales	45	NY	White	3	Marketing 	Sales Executive	Married	341971	0	No	"Wednesday, September 2, 2020"	Yes	1	0	0	0
1140	Male	23	Some Travel	Technology	11	CA	White	4	Information Systems	Data Scientist	Married	22488	1	No	"Friday, September 4, 2020"	No	2	2	2	2
1141	Female	27	Some Travel	Technology	28	CA	White	4	Computer Science	Machine Learning Engineer	Married	93291	0	No	"Friday, September 11, 2020"	No	2	1	2	1
1142	Female	22	Some Travel	Technology	36	CA	White	4	Computer Science	Software Engineer	Single	31072	0	No	"Tuesday, September 15, 2020"	No	2	2	2	1
1143	Female	28	Some Travel	Sales	18	IL	White	3	Economics	Sales Executive	Married	113501	1	Yes	"Tuesday, September 22, 2020"	No	2	2	2	2
1144	Male	23	Frequent Traveller	Technology	40	CA	White	3	Computer Science	Senior Software Engineer	Divorced	79724	1	No	"Wednesday, September 23, 2020"	No	2	0	2	0
1145	Male	20	Some Travel	Technology	38	CA	White	3	Business Studies	Software Engineer	Divorced	21344	1	No	"Friday, September 25, 2020"	No	2	1	2	2
1146	Non-Binary	23	Frequent Traveller	Human Resources	34	NY	White	4	Human Resources	HR Executive	Married	75948	0	No	"Saturday, September 26, 2020"	No	2	0	0	2
1147	Male	31	Some Travel	Sales	11	CA	White	3	Marketing	Sales Executive	Divorced	155386	3	No	"Saturday, September 26, 2020"	No	2	1	2	1
1148	Female	47	Some Travel	Technology	32	CA	White	3	Information Systems	Machine Learning Engineer	Single	243869	0	No	"Sunday, October 4, 2020"	No	2	1	1	0
1149	Male	40	Some Travel	Sales	37	CA	White	4	Marketing	Sales Executive	Single	226512	0	Yes	"Thursday, October 8, 2020"	Yes	2	1	1	1
1150	Female	20	Some Travel	Technology	41	IL	White	3	Computer Science	Data Scientist	Divorced	40701	1	No	"Sunday, October 11, 2020"	No	2	1	1	1
1151	Female	33	Some Travel	Technology	3	CA	White	4	Computer Science	Engineering Manager	Single	307688	0	No	"Monday, October 12, 2020"	No	2	2	2	0
1152	Male	23	Some Travel	Sales	23	NY	White	4	Marketing	Sales Executive	Divorced	53590	2	No	"Tuesday, October 13, 2020"	No	2	0	2	0
1153	Male	22	Frequent Traveller	Technology	2	NY	White	3	Business Studies	Software Engineer	Single	37014	0	Yes	"Friday, October 23, 2020"	Yes	1	0	1	0
1154	Female	29	Some Travel	Technology	32	CA	White	3	Computer Science	Engineering Manager	Married	390142	0	No	"Tuesday, October 27, 2020"	No	2	1	2	2
1155	Female	21	Some Travel	Technology	6	CA	White	5	Business Studies	Software Engineer	Married	25149	0	No	"Tuesday, November 3, 2020"	Yes	1	1	1	1
1156	Male	23	Some Travel	Technology	17	NY	White	3	Information Systems	Machine Learning Engineer	Married	80236	0	No	"Tuesday, November 3, 2020"	No	2	0	2	1
1157	Female	20	Some Travel	Technology	30	CA	White	2	Information Systems	Data Scientist	Divorced	41179	1	No	"Wednesday, November 4, 2020"	No	2	0	0	0
1158	Non-Binary	33	Some Travel	Technology	4	IL	White	2	Information Systems	Analytics Manager	Married	350024	1	No	"Wednesday, November 4, 2020"	No	2	1	2	0
1159	Female	22	Some Travel	Technology	21	NY	White	3	Other	Data Scientist	Single	33354	0	No	"Sunday, November 8, 2020"	No	2	1	2	2
1160	Male	21	Frequent Traveller	Sales	36	IL	White	4	Other	Sales Executive	Single	46452	0	Yes	"Sunday, November 8, 2020"	Yes	1	1	1	0
1161	Male	22	Some Travel	Technology	24	CA	White	3	Information Systems	Software Engineer	Married	44076	1	No	"Sunday, November 8, 2020"	No	2	1	1	1
1162	Female	28	Some Travel	Human Resources	31	NY	White	3	Human Resources	HR Executive	Married	96807	1	No	"Thursday, November 12, 2020"	No	2	1	2	0
1163	Male	21	Some Travel	Technology	24	NY	White	3	Information Systems	Machine Learning Engineer	Divorced	75816	1	No	"Sunday, November 15, 2020"	No	2	1	1	0
1164	Male	22	Some Travel	Technology	40	NY	White	3	Information Systems	Senior Software Engineer	Married	54114	1	Yes	"Wednesday, November 18, 2020"	No	2	0	1	1
1165	Female	21	Some Travel	Sales	18	IL	White	4	Economics	Sales Executive	Single	49374	0	No	"Thursday, November 19, 2020"	No	2	2	2	1
1166	Male	30	Some Travel	Technology	19	IL	White	4	Business Studies	Data Scientist	Single	96187	0	Yes	"Thursday, November 19, 2020"	Yes	0	0	0	0
1167	Male	23	Some Travel	Technology	4	NY	White	4	Computer Science	Software Engineer	Divorced	42687	3	Yes	"Saturday, November 21, 2020"	No	2	2	2	2
1168	Female	39	Some Travel	Technology	42	CA	White	4	Computer Science	Engineering Manager	Single	539998	0	Yes	"Sunday, November 22, 2020"	Yes	1	0	0	0
1169	Female	22	Some Travel	Human Resources	11	NY	White	3	Marketing 	Recruiter	Married	26880	0	No	"Thursday, December 10, 2020"	No	2	2	2	1
1170	Male	21	Some Travel	Technology	23	CA	White	2	Information Systems	Machine Learning Engineer	Divorced	56541	2	No	"Thursday, December 10, 2020"	No	2	0	1	0
1171	Female	21	Some Travel	Sales	36	CA	White	3	Marketing	Sales Executive	Married	76057	2	No	"Saturday, December 12, 2020"	Yes	1	0	0	0
1172	Female	21	Some Travel	Technology	30	CA	White	3	Business Studies	Data Scientist	Divorced	56422	1	No	"Saturday, December 12, 2020"	No	2	2	2	1
1173	Female	21	Some Travel	Technology	39	NY	White	2	Information Systems	Machine Learning Engineer	Single	63201	0	No	"Sunday, December 13, 2020"	No	2	2	2	2
1174	Female	29	Frequent Traveller	Sales	13	CA	White	3	Marketing 	Sales Executive	Married	126008	1	No	"Wednesday, December 16, 2020"	No	2	2	2	1
1175	Male	22	Some Travel	Technology	20	IL	White	2	Information Systems	Senior Software Engineer	Married	54899	1	Yes	"Friday, December 18, 2020"	No	2	0	1	0
1176	Male	21	Some Travel	Technology	22	NY	White	2	Computer Science	Software Engineer	Divorced	73075	2	No	"Wednesday, December 23, 2020"	No	2	1	1	1
1177	Female	36	Some Travel	Technology	10	CA	White	4	Information Systems	Senior Software Engineer	Divorced	297181	1	No	"Thursday, December 24, 2020"	No	2	2	2	2
1178	Male	22	Frequent Traveller	Sales	4	NY	White	4	Marketing	Sales Executive	Single	75816	0	No	"Thursday, December 24, 2020"	Yes	1	0	0	0
1179	Non-Binary	19	Some Travel	Technology	25	CA	White	2	Other	Machine Learning Engineer	Single	50352	0	Yes	"Saturday, January 2, 2021"	No	1	1	1	1
1180	Female	31	No Travel 	Sales	7	NY	White	2	Marketing	Sales Executive	Married	186215	1	No	"Monday, January 4, 2021"	No	1	0	1	1
1181	Male	29	Some Travel	Sales	17	CA	White	4	Marketing	Sales Executive	Single	140158	0	No	"Monday, January 4, 2021"	No	1	0	1	1
1182	Female	19	Some Travel	Technology	36	CA	White	2	Information Systems	Software Engineer	Single	23385	2	No	"Wednesday, January 6, 2021"	No	1	0	1	1
1183	Female	21	Some Travel	Technology	15	IL	White	2	Computer Science	Machine Learning Engineer	Married	62882	0	Yes	"Saturday, January 9, 2021"	Yes	0	0	0	0
1184	Male	19	Frequent Traveller	Sales	14	NY	White	2	Marketing 	Sales Executive	Single	74458	1	Yes	"Sunday, January 10, 2021"	No	1	0	0	1
1185	Female	21	Some Travel	Technology	19	NY	White	4	Information Systems	Software Engineer	Single	25114	0	No	"Saturday, January 16, 2021"	No	1	1	1	1
1186	Male	51	Some Travel	Technology	30	NY	White	3	Computer Science	Analytics Manager	Divorced	232658	1	No	"Sunday, January 17, 2021"	No	1	1	1	1
1187	Non-Binary	22	Some Travel	Technology	16	NY	White	1	Computer Science	Data Scientist	Married	78467	2	Yes	"Monday, January 25, 2021"	No	1	0	1	0
1188	Female	28	Some Travel	Technology	15	CA	White	4	Other	Sales Executive	Single	319619	0	Yes	"Tuesday, January 26, 2021"	No	1	1	1	0
1189	Female	22	Some Travel	Technology	40	IL	White	4	Computer Science	Senior Software Engineer	Married	66266	1	No	"Sunday, January 31, 2021"	No	1	0	1	1
1190	Female	22	Some Travel	Human Resources	7	NY	White	2	Economics	Recruiter	Married	29322	0	Yes	"Sunday, January 31, 2021"	Yes	1	0	0	0
1191	Male	28	Some Travel	Sales	42	CA	White	3	Marketing	Sales Executive	Married	128192	1	No	"Friday, February 5, 2021"	No	1	1	1	0
1192	Male	42	Some Travel	Technology	28	CA	White	3	Computer Science	Engineering Manager	Single	380905	0	No	"Saturday, February 6, 2021"	No	1	0	1	1
1193	Female	22	Some Travel	Sales	22	CA	White	1	Other	Sales Executive	Married	48698	0	Yes	"Thursday, February 18, 2021"	No	1	0	1	1
1194	Male	19	Some Travel	Technology	26	CA	White	3	Information Systems	Software Engineer	Single	43961	1	No	"Friday, February 19, 2021"	No	1	0	1	1
1195	Male	32	Some Travel	Technology	34	CA	White	4	Information Systems	Software Engineer	Single	439641	0	No	"Saturday, February 20, 2021"	No	1	0	1	1
1196	Female	19	Some Travel	Technology	44	CA	White	4	Computer Science	Machine Learning Engineer	Single	42900	2	Yes	"Sunday, February 28, 2021"	No	1	0	1	0
1197	Female	21	Some Travel	Technology	38	CA	White	1	Information Systems	Senior Software Engineer	Married	63049	0	Yes	"Monday, March 1, 2021"	Yes	0	0	0	0
1198	Male	37	Some Travel	Technology	22	IL	White	3	Computer Science	Senior Software Engineer	Married	193287	1	Yes	"Monday, March 1, 2021"	No	1	0	1	0
1199	Female	31	Frequent Traveller	Technology	25	NY	White	5	Information Systems	Analytics Manager	Single	362540	1	No	"Wednesday, March 3, 2021"	No	1	0	0	0
1200	Male	35	Some Travel	Technology	19	NY	White	4	Computer Science	Machine Learning Engineer	Married	286432	1	No	"Wednesday, March 3, 2021"	No	1	0	1	0
1201	Female	19	Some Travel	Human Resources	1	CA	White	3	Human Resources	HR Executive	Single	41958	1	No	"Tuesday, March 9, 2021"	No	1	1	1	0
1202	Female	30	Some Travel	Technology	19	CA	White	3	Computer Science	Senior Software Engineer	Divorced	125751	1	No	"Thursday, March 11, 2021"	No	1	0	1	1
1203	Female	20	Some Travel	Technology	39	CA	White	4	Information Systems	Software Engineer	Married	37436	0	Yes	"Sunday, March 14, 2021"	Yes	0	0	0	0
1204	Male	19	Some Travel	Technology	7	CA	White	3	Information Systems	Software Engineer	Single	30896	0	Yes	"Wednesday, March 17, 2021"	Yes	1	0	0	0
1205	Female	42	Some Travel	Sales	2	NY	White	3	Economics	Sales Executive	Divorced	260021	1	No	"Monday, March 22, 2021"	No	1	1	1	0
1206	Male	21	Some Travel	Technology	5	NY	White	3	Computer Science	Software Engineer	Married	25060	1	No	"Monday, March 22, 2021"	No	1	1	1	1
1207	Male	50	Frequent Traveller	Technology	38	NY	White	4	Information Systems	Machine Learning Engineer	Married	366078	0	No	"Thursday, March 25, 2021"	No	1	0	0	1
1208	Male	22	Some Travel	Technology	42	CA	White	4	Business Studies	Software Engineer	Married	51272	1	Yes	"Friday, March 26, 2021"	No	1	0	0	1
1209	Non-Binary	19	Some Travel	Sales	29	CA	White	1	Marketing	Sales Representative	Single	29673	1	No	"Saturday, March 27, 2021"	Yes	0	0	0	0
1210	Prefer Not To Say	45	Some Travel	Technology	5	CA	White	4	Computer Science	Machine Learning Engineer	Single	241664	0	No	"Saturday, March 27, 2021"	No	1	1	1	0
1211	Male	24	Frequent Traveller	Technology	45	CA	White	3	Computer Science	Data Scientist	Single	85422	0	Yes	"Sunday, March 28, 2021"	Yes	1	0	0	0
1212	Male	26	Some Travel	Sales	36	IL	White	4	Marketing	Sales Representative	Married	70455	2	Yes	"Tuesday, March 30, 2021"	No	1	1	1	1
1213	Female	21	No Travel 	Technology	24	CA	White	5	Information Systems	Software Engineer	Married	53912	2	Yes	"Friday, April 2, 2021"	No	1	1	1	0
1214	Female	22	Some Travel	Sales	16	CA	White	3	Marketing 	Sales Executive	Single	70202	0	No	"Thursday, April 8, 2021"	No	1	0	0	0
1215	Male	20	Frequent Traveller	Technology	45	CA	White	2	Information Systems	Software Engineer	Divorced	22773	3	Yes	"Wednesday, April 14, 2021"	Yes	1	0	0	0
1216	Female	21	Frequent Traveller	Sales	40	CA	White	3	Marketing	Sales Executive	Single	59519	0	No	"Sunday, April 18, 2021"	No	1	1	1	1
1217	Female	19	Frequent Traveller	Technology	45	CA	White	3	Computer Science	Data Scientist	Single	32322	0	No	"Thursday, April 22, 2021"	No	1	1	1	1
1218	Male	39	No Travel 	Technology	30	CA	White	4	Computer Science	Senior Software Engineer	Single	152771	1	No	"Saturday, April 24, 2021"	No	1	1	1	1
1219	Female	42	Some Travel	Technology	13	CA	White	3	Computer Science	Machine Learning Engineer	Single	293303	0	No	"Sunday, April 25, 2021"	No	1	0	0	1
1220	Female	27	Some Travel	Sales	16	CA	White	3	Marketing	Manager	Single	225831	1	No	"Sunday, April 25, 2021"	No	1	1	1	0
1221	Female	43	Some Travel	Technology	35	CA	White	5	Computer Science	Engineering Manager	Single	286660	0	No	"Monday, April 26, 2021"	No	1	0	0	1
1222	Male	45	Some Travel	Sales	20	CA	White	3	Marketing 	Manager	Married	374781	1	No	"Friday, April 30, 2021"	No	1	1	1	1
1223	Male	24	Some Travel	Sales	27	CA	White	4	Marketing 	Sales Executive	Married	86102	0	Yes	"Tuesday, May 4, 2021"	Yes	0	0	0	0
1224	Female	19	Frequent Traveller	Human Resources	24	IL	White	3	Economics	Recruiter	Married	25838	1	No	"Thursday, May 6, 2021"	No	1	0	0	0
1225	Male	33	Some Travel	Sales	43	NY	White	4	Marketing	Sales Executive	Single	165988	0	Yes	"Saturday, May 8, 2021"	Yes	1	0	0	0
1226	Male	31	Some Travel	Technology	6	CA	White	1	Information Systems	Analytics Manager	Married	376853	1	No	"Monday, May 10, 2021"	No	1	1	1	0
1227	Female	35	Some Travel	Technology	4	CA	White	2	Computer Science	Data Scientist	Single	423941	0	No	"Friday, May 14, 2021"	No	1	1	1	1
1228	Male	20	Some Travel	Technology	27	IL	White	1	Business Studies	Data Scientist	Single	27141	0	No	"Saturday, May 15, 2021"	No	1	1	1	1
1229	Female	21	Frequent Traveller	Sales	33	NY	White	3	Marketing 	Sales Executive	Divorced	60810	1	No	"Tuesday, May 18, 2021"	No	1	0	1	1
1230	Male	32	Some Travel	Technology	30	CA	White	1	Information Systems	Data Scientist	Married	89960	3	No	"Tuesday, May 18, 2021"	No	1	0	1	1
1231	Female	22	Some Travel	Sales	25	CA	White	3	Other	Sales Executive	Married	48716	1	No	"Saturday, May 22, 2021"	No	1	1	1	1
1232	Male	41	Some Travel	Sales	35	NY	White	1	Marketing	Manager	Married	314961	1	No	"Sunday, May 23, 2021"	Yes	0	0	0	0
1233	Female	20	Frequent Traveller	Technology	32	CA	White	3	Computer Science	Software Engineer	Divorced	33488	2	No	"Monday, May 24, 2021"	No	1	1	1	1
1234	Female	47	Some Travel	Technology	23	NY	White	1	Computer Science	Senior Software Engineer	Married	221827	1	No	"Saturday, June 5, 2021"	No	1	0	0	1
1235	Female	32	Some Travel	Technology	16	IL	White	3	Computer Science	Machine Learning Engineer	Married	228427	1	Yes	"Sunday, June 6, 2021"	No	1	1	1	1
1236	Female	19	Some Travel	Technology	18	IL	White	3	Computer Science	Software Engineer	Single	28346	0	No	"Monday, June 7, 2021"	No	1	1	1	1
1237	Male	21	Frequent Traveller	Technology	33	CA	White	2	Information Systems	Software Engineer	Married	37954	1	Yes	"Monday, June 7, 2021"	No	1	0	0	1
1238	Female	43	Frequent Traveller	Technology	4	CA	White	3	Information Systems	Machine Learning Engineer	Single	262392	0	Yes	"Tuesday, June 8, 2021"	No	1	1	1	1
1239	Female	40	Some Travel	Technology	38	CA	White	2	Information Systems	Senior Software Engineer	Married	380248	0	Yes	"Wednesday, June 9, 2021"	No	1	0	1	1
1240	Non-Binary	21	Some Travel	Technology	37	CA	White	3	Information Systems	Data Scientist	Single	43030	0	No	"Thursday, June 10, 2021"	No	1	0	1	1
1241	Male	20	Some Travel	Technology	34	CA	White	4	Computer Science	Software Engineer	Single	22925	0	Yes	"Sunday, June 13, 2021"	Yes	1	0	0	0
1242	Female	19	Some Travel	Technology	24	CA	White	2	Computer Science	Data Scientist	Single	31014	1	No	"Wednesday, June 16, 2021"	No	1	1	1	0
1243	Non-Binary	28	Frequent Traveller	Technology	40	CA	White	1	Computer Science	Senior Software Engineer	Single	187698	0	No	"Thursday, June 17, 2021"	No	1	0	1	1
1244	Male	22	Frequent Traveller	Technology	4	CA	White	3	Information Systems	Data Scientist	Married	21854	1	No	"Friday, June 18, 2021"	Yes	0	0	0	0
1245	Female	30	Some Travel	Sales	12	CA	White	3	Marketing	Sales Executive	Divorced	145929	3	No	"Tuesday, June 22, 2021"	No	1	0	1	1
1246	Male	38	Some Travel	Technology	45	CA	White	2	Information Systems	Engineering Manager	Divorced	439935	1	Yes	"Tuesday, June 22, 2021"	No	1	1	1	1
1247	Female	26	Some Travel	Sales	10	CA	White	4	Marketing	Sales Executive	Single	93246	0	Yes	"Friday, June 25, 2021"	Yes	1	0	0	0
1248	Male	21	Some Travel	Technology	34	NY	White	2	Computer Science	Software Engineer	Married	26137	1	No	"Saturday, June 26, 2021"	No	1	0	0	1
1249	Male	19	Some Travel	Technology	28	CA	White	3	Information Systems	Data Scientist	Single	26062	3	Yes	"Wednesday, June 30, 2021"	No	1	1	1	1
1250	Male	39	Some Travel	Sales	37	NY	White	3	Marketing	Manager	Married	265712	1	Yes	"Tuesday, July 6, 2021"	No	1	0	0	1
1251	Male	20	Frequent Traveller	Technology	39	CA	White	3	Information Systems	Machine Learning Engineer	Single	42308	0	No	"Wednesday, July 7, 2021"	No	1	1	1	0
1252	Female	22	Some Travel	Technology	34	CA	White	1	Computer Science	Software Engineer	Married	36677	1	No	"Friday, July 9, 2021"	No	1	0	1	1
1253	Female	27	No Travel 	Human Resources	4	CA	White	3	Human Resources	HR Executive	Married	78265	1	No	"Saturday, July 10, 2021"	No	1	1	1	1
1254	Male	30	Some Travel	Sales	43	NY	White	3	Technical Degree	Sales Executive	Married	135160	1	No	"Saturday, July 10, 2021"	No	1	1	1	0
1255	Male	19	Some Travel	Technology	4	CA	White	3	Computer Science	Machine Learning Engineer	Single	60077	1	No	"Sunday, July 11, 2021"	No	1	1	1	0
1256	Female	22	Some Travel	Technology	38	IL	White	4	Computer Science	Data Scientist	Married	31161	1	Yes	"Monday, July 19, 2021"	No	1	0	0	0
1257	Non-Binary	46	Some Travel	Sales	17	CA	White	3	Marketing 	Sales Executive	Married	223874	1	No	"Monday, July 19, 2021"	Yes	1	0	0	0
1258	Male	21	Some Travel	Technology	43	NY	White	4	Computer Science	Data Scientist	Married	38749	1	No	"Wednesday, July 21, 2021"	No	1	0	0	0
1259	Female	30	Frequent Traveller	Technology	32	CA	White	4	Other	Senior Software Engineer	Single	145589	1	Yes	"Friday, July 30, 2021"	No	1	1	1	1
1260	Female	20	Frequent Traveller	Technology	23	CA	White	3	Information Systems	Software Engineer	Divorced	31801	1	Yes	"Monday, August 2, 2021"	No	1	1	1	0
1261	Female	19	Some Travel	Technology	33	NY	White	3	Other	Senior Software Engineer	Married	49005	0	No	"Wednesday, August 4, 2021"	No	1	0	1	0
1262	Male	19	Some Travel	Sales	5	CA	White	1	Marketing 	Sales Executive	Single	53387	0	No	"Monday, August 9, 2021"	No	1	0	1	1
1263	Female	27	Some Travel	Technology	39	CA	White	3	Computer Science	Senior Software Engineer	Divorced	88122	1	No	"Wednesday, August 11, 2021"	No	1	0	1	1
1264	Non-Binary	19	Some Travel	Technology	16	CA	White	4	Information Systems	Data Scientist	Single	41092	1	No	"Friday, August 20, 2021"	No	1	1	1	0
1265	Female	19	Some Travel	Technology	7	IL	White	4	Computer Science	Machine Learning Engineer	Single	64882	0	Yes	"Monday, August 23, 2021"	No	1	0	0	0
1266	Female	32	Some Travel	Sales	43	CA	White	3	Marketing 	Manager	Single	202322	1	No	"Monday, August 30, 2021"	No	1	0	1	0
1267	Male	21	No Travel 	Technology	19	NY	White	2	Computer Science	Senior Software Engineer	Divorced	36012	0	Yes	"Sunday, September 5, 2021"	No	1	1	1	1
1268	Male	22	Some Travel	Technology	40	CA	White	4	Information Systems	Software Engineer	Married	27763	0	No	"Sunday, September 5, 2021"	No	1	0	1	0
1269	Female	21	Some Travel	Sales	36	CA	White	4	Marketing 	Sales Executive	Divorced	37035	3	No	"Saturday, September 11, 2021"	No	1	1	1	1
1270	Female	20	Frequent Traveller	Technology	31	NY	White	3	Information Systems	Data Scientist	Single	37361	0	No	"Monday, September 13, 2021"	Yes	0	0	0	0
1271	Male	35	Some Travel	Sales	31	CA	White	2	Marketing	Sales Executive	Divorced	200802	3	No	"Sunday, September 26, 2021"	No	1	0	1	0
1272	Female	21	Some Travel	Sales	10	NY	White	3	Economics	Sales Executive	Divorced	60769	1	No	"Monday, September 27, 2021"	No	1	1	1	1
1273	Male	32	Some Travel	Technology	39	NY	White	3	Business Studies	Analytics Manager	Married	253019	0	No	"Tuesday, September 28, 2021"	No	1	0	0	0
1274	Female	22	No Travel 	Sales	7	CA	White	4	Marketing 	Sales Executive	Married	46546	1	No	"Wednesday, September 29, 2021"	No	1	0	1	1
1275	Female	21	No Travel 	Sales	15	CA	White	4	Marketing 	Sales Executive	Married	76482	1	No	"Thursday, September 30, 2021"	No	1	1	1	0
1276	Male	22	Frequent Traveller	Sales	11	CA	White	3	Economics	Sales Representative	Married	34432	2	No	"Thursday, September 30, 2021"	No	1	0	0	1
1277	Male	21	Some Travel	Sales	43	NY	White	3	Marketing 	Sales Executive	Single	47553	0	No	"Friday, October 1, 2021"	No	1	1	1	0
1278	Male	43	Some Travel	Technology	17	NY	White	3	Business Studies	Machine Learning Engineer	Married	254834	0	No	"Tuesday, October 5, 2021"	No	1	1	1	1
1279	Non-Binary	19	Some Travel	Sales	22	CA	White	4	Marketing 	Sales Executive	Single	46813	0	No	"Saturday, October 9, 2021"	No	1	0	0	1
1280	Male	49	No Travel 	Human Resources	22	NY	White	4	Human Resources	HR Manager	Married	509261	1	No	"Tuesday, October 12, 2021"	No	1	1	1	0
1281	Female	50	Frequent Traveller	Sales	26	NY	White	4	Economics	Sales Executive	Married	214707	1	No	"Saturday, October 16, 2021"	No	1	1	1	1
1282	Female	38	Some Travel	Technology	10	IL	White	3	Business Studies	Engineering Manager	Married	303360	0	No	"Saturday, October 16, 2021"	Yes	0	0	0	0
1283	Female	49	Some Travel	Sales	43	IL	White	4	Marketing 	Manager	Single	413946	0	No	"Tuesday, October 19, 2021"	No	1	1	1	1
1284	Male	21	Some Travel	Technology	40	IL	White	4	Information Systems	Software Engineer	Single	65642	0	No	"Friday, October 22, 2021"	No	1	1	1	0
1285	Male	20	Some Travel	Technology	14	CA	White	3	Information Systems	Software Engineer	Married	35355	2	Yes	"Friday, October 29, 2021"	No	1	0	1	1
1286	Non-Binary	21	Some Travel	Human Resources	33	NY	White	2	Economics	HR Executive	Divorced	70809	1	Yes	"Sunday, November 7, 2021"	No	1	0	0	1
1287	Male	37	Some Travel	Technology	11	CA	White	4	Information Systems	Senior Software Engineer	Single	211375	1	No	"Tuesday, November 9, 2021"	No	1	1	1	0
1288	Female	21	Some Travel	Sales	41	CA	White	2	Economics	Sales Executive	Divorced	38066	2	No	"Saturday, November 13, 2021"	No	1	0	0	0
1289	Female	30	Some Travel	Technology	12	IL	White	2	Computer Science	Senior Software Engineer	Married	264407	1	No	"Sunday, November 14, 2021"	No	1	1	1	0
1290	Male	20	No Travel 	Technology	11	IL	White	3	Computer Science	Data Scientist	Married	26702	2	No	"Sunday, November 14, 2021"	No	1	1	1	0
1291	Male	19	Frequent Traveller	Sales	13	CA	White	2	Economics	Sales Executive	Single	65960	3	No	"Tuesday, November 16, 2021"	No	1	0	1	0
1292	Female	42	Some Travel	Technology	38	IL	White	4	Computer Science	Analytics Manager	Married	392379	1	No	"Wednesday, November 17, 2021"	No	1	1	1	1
1293	Female	28	Some Travel	Technology	43	CA	White	4	Information Systems	Software Engineer	Married	89527	1	Yes	"Sunday, November 21, 2021"	No	1	1	1	1
1294	Female	22	Some Travel	Technology	19	NY	White	2	Information Systems	Software Engineer	Married	60515	2	No	"Sunday, November 21, 2021"	No	1	1	1	1
1295	Female	31	Some Travel	Sales	13	CA	White	5	Marketing	Sales Executive	Married	183057	2	No	"Tuesday, November 23, 2021"	No	1	1	1	1
1296	Male	21	Some Travel	Technology	34	NY	White	4	Computer Science	Machine Learning Engineer	Single	50502	0	Yes	"Tuesday, November 23, 2021"	No	1	1	1	0
1297	Female	38	Some Travel	Technology	27	IL	White	4	Other	Engineering Manager	Married	301332	2	No	"Thursday, November 25, 2021"	No	1	1	1	1
1298	Female	21	Some Travel	Technology	6	CA	White	3	Information Systems	Software Engineer	Divorced	65743	2	Yes	"Saturday, November 27, 2021"	No	1	0	1	0
1299	Male	22	Some Travel	Sales	16	CA	White	2	Marketing	Sales Executive	Married	53220	2	Yes	"Sunday, November 28, 2021"	Yes	0	0	0	0
1300	Female	19	No Travel 	Sales	38	IL	White	4	Technical Degree	Sales Executive	Single	51673	2	No	"Tuesday, November 30, 2021"	No	1	0	1	0
